Episode    Status   Avg steps to goal    Total Goals     Counter        
354        1        296.7                220             204481         
355        1        296.1                221             204916         
356        1        295.7                222             205541         
357        3        296.3                222             205929         
358        3        296.8                222             206162         
359        1        296.4                223             206770         
360        1        296.0                224             207318         
361        1        295.7                225             208133         
362        3        296.2                225             208451         
363        2        296.8                225             209149         
364        1        296.5                226             209908         
365        1        296.3                227             210864         
366        3        296.9                227             211270         
367        3        297.4                227             212644         
368        1        296.9                228             213033         
369        1        296.6                229             213701         
370        1        296.2                230             214419         
371        1        295.7                231             214946         
372        1        295.7                232             216089         
373        1        295.3                233             216806         
374        1        294.8                234             217301         
375        3        295.4                234             218210         
376        2        295.9                234             218741         
377        1        295.7                235             219626         
378        1        295.4                236             220261         
379        1        295.3                237             221349         
380        1        295.1                238             222369         
381        3        295.7                238             222825         
382        2        296.2                238             224034         
383        1        295.9                239             224645         
384        3        296.4                239             224854         
385        1        296.2                240             225681         
386        3        296.7                240             226070         
387        1        296.3                241             226616         
388        1        295.8                242             226913         
389        1        295.4                243             227477         
390        1        295.1                244             228224         
391        1        294.6                245             228735         
392        2        295.2                245             229272         
393        1        294.8                246             229870         
394        1        294.3                247             230349         
395        1        293.7                248             230585         
396        1        293.4                249             231277         
397        3        293.9                249             231535         
398        1        293.5                250             232129         
399        2        294.0                250             232706         
400        3        294.6                250             232795         
401        1        294.2                251             233399         
402        1        293.8                252             233925         
403        2        294.3                252             234436         
404        3        294.8                252             235194         
405        2        295.3                252             235557         
406        1        294.9                253             236046         
407        1        294.6                254             236690         
408        3        295.1                254             237701         
409        3        295.6                254             238112         
410        1        295.2                255             238622         
411        1        294.9                256             239325         
412        2        295.4                256             239630         
413        1        295.0                257             240220         
414        3        295.5                257             240313         
415        2        296.0                257             241091         
416        1        295.7                258             241667         
417        3        296.2                258             241756         
418        1        295.8                259             242191         
419        3        296.3                259             242558         
420        1        295.9                260             243025         
421        1        295.7                261             243872         
422        1        295.2                262             244286         
423        1        294.9                263             244877         
424        1        294.6                264             245476         
425        1        294.5                265             246373         
426        3        295.0                265             246521         
427        1        294.6                266             247162         
428        1        294.2                267             247565         
429        3        294.6                267             247815         
430        1        294.5                268             248733         
431        1        294.3                269             249582         
432        3        294.8                269             249956         
433        3        295.2                269             250214         
434        1        294.8                270             250733         
435        3        295.3                270             251035         
436        1        294.9                271             251518         
437        3        295.4                271             251671         
438        2        295.8                271             252242         
439        1        295.4                272             252689         
440        1        295.1                273             253255         
441        1        294.9                274             254262         
442        1        294.8                275             255181         
443        3        295.2                275             256842         
444        1        294.8                276             257239         
445        2        295.2                276             257996         
446        1        294.8                277             258339         
447        1        294.5                278             259000         
448        1        294.2                279             259472         
449        1        293.9                280             260037         
450        1        293.6                281             260631         
451        1        293.2                282             261204         
452        1        292.9                283             261725         
453        1        292.6                284             262380         
454        1        292.3                285             262891         
455        3        292.7                285             262997         
456        3        293.2                285             263203         
457        1        293.1                286             264183         
458        3        293.6                286             264597         
459        3        294.0                286             264960         
460        1        293.6                287             265313         
461        3        294.0                287             265580         
462        1        293.8                288             266263         
463        1        293.5                289             266871         
464        3        293.9                289             267241         
465        3        294.4                289             267562         
466        1        294.0                290             268160         
467        2        294.5                290             268708         
468        1        294.3                291             269637         
469        1        293.9                292             269953         
470        1        293.5                293             270505         
471        1        293.1                294             270791         
472        3        293.5                294             271131         
473        2        294.0                294             271668         
474        1        293.7                295             272357         
475        3        294.1                295             272498         
476        1        293.9                296             273284         
477        1        293.7                297             274053         
478        1        293.7                298             275234         
479        3        294.1                298             275759         
480        1        293.9                299             276518         
481        1        293.6                300             277119         
482        3        294.0                300             277239         
483        3        294.5                300             277917         
484        1        294.2                301             278588         
485        2        294.7                301             279023         
486        3        295.1                301             279514         
487        1        294.8                302             280180         
488        3        295.2                302             280455         
489        3        295.6                302             280721         
490        1        295.3                303             281317         
491        3        295.8                303             282283         
492        1        295.5                304             282947         
493        1        295.1                305             283315         
494        3        295.5                305             283774         
495        1        295.1                306             284204         
496        3        295.5                306             284420         
497        3        295.9                306             284637         
498        1        295.7                307             285317         
499        1        295.4                308             285916         
500        1        295.0                309             286348         
501        1        294.8                310             287085         
502        3        295.2                310             287305         
503        3        295.6                310             287702         
504        2        296.0                310             288713         
505        1        295.7                311             289244         
506        1        295.4                312             289894         
507        3        295.8                312             290318         
508        1        295.4                313             290665         
509        3        295.8                313             290886         
510        3        296.2                313             290972         
511        1        296.0                314             291691         
512        1        295.7                315             292487         
513        1        295.5                316             293276         
514        2        295.9                316             293703         
515        1        295.7                317             294270         
516        1        295.3                318             294737         
517        1        295.3                319             295667         
518        3        295.6                319             295911         
519        3        296.0                319             296498         
520        1        295.8                320             297206         
521        1        295.6                321             297931         
522        3        296.0                321             298196         
523        3        296.4                321             298601         
524        3        296.8                321             299299         
525        3        297.2                321             299500         
526        3        297.6                321             299988         
527        2        298.0                321             300361         
528        3        298.4                321             300555         
529        1        298.1                322             301042         
530        2        298.4                322             301699         
531        1        298.2                323             302203         
532        2        298.6                323             302779         
533        1        298.2                324             303045         
534        1        297.9                325             303509         
535        3        298.3                325             303730         
536        1        298.0                326             304130         
537        2        298.4                326             304498         
538        1        298.3                327             305238         
539        3        298.7                327             305400         
540        3        299.1                327             305633         
541        1        298.9                328             306329         
542        1        298.6                329             306767         
543        1        298.4                330             307204         
544        1        298.1                331             307638         
545        2        298.5                331             307983         
546        1        298.3                332             308721         
547        3        298.7                332             309082         
548        1        298.4                333             309402         
549        3        298.7                333             309639         
550        1        298.4                334             310059         
551        2        298.8                334             310316         
552        1        298.4                335             310589         
553        3        298.8                335             310617         
554        3        299.1                335             310820         
555        3        299.5                335             310894         
556        3        299.8                335             311316         
557        1        299.6                336             311793         
558        1        299.3                337             312203         
559        1        299.1                338             312790         
560        1        298.9                339             313416         
561        1        298.8                340             314122         
562        2        299.1                340             314715         
563        1        298.9                341             315219         
564        1        298.6                342             315586         
565        1        298.4                343             316223         
566        3        298.8                343             316330         
567        1        298.5                344             316821         
568        2        298.9                344             317062         
569        2        299.2                344             317656         
570        1        299.0                345             318219         
571        1        298.8                346             318942         
572        1        298.7                347             319743         
573        3        299.0                347             320192         
574        1        298.6                348             320372         
575        3        298.9                348             320570         
576        1        298.7                349             321159         
577        1        298.3                350             321668         
578        3        298.7                350             321877         
579        3        299.0                350             322010         
580        3        299.4                350             322648         
581        1        299.2                351             323454         
582        1        299.0                352             324165         
583        3        299.3                352             324400         
584        3        299.7                352             325989         
585        1        299.4                353             326649         
586        3        299.7                353             327510         
587        3        300.1                353             327816         
588        1        299.9                354             328702         
589        1        299.7                355             329375         
590        1        299.4                356             329925         
591        1        299.2                357             330835         
592        1        299.1                358             331871         
593        2        299.5                358             332297         
594        1        299.2                359             332986         
595        1        299.0                360             333595         
596        1        298.8                361             334354         
597        1        298.6                362             335120         
598        2        298.9                362             335876         
599        3        299.3                362             336109         
600        1        299.1                363             336953         
601        1        298.9                364             337759         
602        3        299.2                364             337908         
603        1        299.0                365             338632         
604        2        299.3                365             339104         
605        3        299.7                365             339588         
606        3        300.0                365             340243         
607        1        299.9                366             341278         
608        2        300.2                366             342058         
609        2        300.5                366             342735         
610        3        300.9                366             343281         
611        3        301.2                366             343451         
612        1        300.9                367             344002         
613        1        300.7                368             344652         
614        2        301.0                368             345218         
615        1        300.9                369             346256         
