Episode    Status   Avg steps to goal    Total Goals     Counter        
819        1        309.9                469             448369         
820        2        310.2                469             449247         
821        1        309.9                470             449564         
822        3        310.1                470             449788         
823        1        309.9                471             450209         
824        1        309.6                472             450688         
825        3        309.9                472             450849         
826        1        309.8                473             451641         
827        2        310.0                473             452135         
828        1        309.8                474             452709         
829        1        309.7                475             453625         
830        1        309.5                476             454049         
831        2        309.7                476             454784         
832        2        309.9                476             455430         
833        3        310.1                476             455833         
834        3        310.4                476             456402         
835        1        310.2                477             457070         
836        1        310.0                478             457701         
837        1        309.8                479             458319         
838        1        309.8                480             459339         
839        1        309.5                481             459855         
840        1        309.4                482             460741         
841        3        309.7                482             460975         
842        3        309.9                482             461435         
843        3        310.1                482             461508         
844        3        310.3                482             461888         
845        3        310.6                482             462146         
846        1        310.6                483             463476         
847        1        310.4                484             463974         
848        1        310.3                485             464658         
849        1        310.1                486             465191         
850        1        309.8                487             465491         
851        1        309.7                488             466442         
852        1        309.6                489             467163         
853        1        309.3                490             467509         
854        1        309.1                491             468283         
855        2        309.4                491             468972         
856        1        309.1                492             469506         
857        3        309.4                492             469648         
858        3        309.6                492             470135         
859        1        309.4                493             470863         
860        3        309.6                493             470964         
861        3        309.8                493             471342         
862        3        310.1                493             471485         
863        3        310.3                493             471834         
864        1        310.2                494             472681         
865        1        310.0                495             473503         
866        3        310.2                495             473596         
867        1        310.1                496             474201         
868        3        310.3                496             474764         
869        3        310.5                496             475050         
870        3        310.7                496             475511         
871        3        310.9                496             476235         
872        1        310.7                497             476886         
873        3        311.0                497             477159         
874        3        311.2                497             477367         
875        3        311.4                497             477628         
876        1        311.2                498             478227         
877        1        311.0                499             479032         
878        1        310.8                500             479587         
879        1        311.0                501             481313         
880        3        311.2                501             481447         
881        1        311.0                502             481905         
882        1        310.9                503             482652         
883        3        311.1                503             482773         
884        3        311.3                503             483062         
885        3        311.5                503             483173         
886        2        311.7                503             483819         
887        3        311.9                503             484075         
888        3        312.1                503             484271         
889        2        312.4                503             484847         
890        1        312.2                504             485421         
891        3        312.4                504             485768         
892        3        312.6                504             486029         
893        1        312.4                505             486610         
894        1        312.2                506             487174         
895        1        312.0                507             487641         
896        3        312.2                507             487959         
897        1        312.0                508             488299         
898        2        312.2                508             488879         
899        2        312.4                508             489390         
900        3        312.6                508             489647         
901        3        312.8                508             489808         
902        3        313.1                508             490102         
903        3        313.3                508             490293         
904        1        313.2                509             491417         
905        3        313.4                509             491636         
906        3        313.6                509             492030         
907        3        313.8                509             492166         
908        1        313.6                510             492639         
909        2        313.8                510             493243         
910        1        313.8                511             494941         
911        1        313.6                512             495329         
912        3        313.8                512             496160         
913        3        314.0                512             496304         
914        1        314.0                513             497524         
915        3        314.2                513             497844         
916        1        314.2                514             499001         
917        3        314.4                514             499218         
918        3        314.6                514             499321         
919        1        314.5                515             499980         
920        1        314.3                516             500651         
921        1        314.2                517             501494         
922        1        314.0                518             501918         
923        1        313.8                519             502293         
924        3        314.0                519             502322         
925        3        314.2                519             502420         
926        3        314.4                519             502635         
927        1        314.4                520             504100         
928        1        314.3                521             504881         
929        1        314.2                522             505573         
930        1        314.0                523             506308         
931        3        314.2                523             506407         
932        1        314.1                524             507014         
933        3        314.3                524             507110         
934        3        314.5                524             507376         
935        1        314.3                525             508064         
936        1        314.1                526             508534         
937        1        313.9                527             508965         
938        3        314.1                527             509386         
939        3        314.3                527             509717         
940        3        314.5                527             510138         
941        3        314.7                527             510860         
942        2        314.9                527             511664         
943        1        314.7                528             512492         
944        1        314.7                529             513643         
945        3        314.9                529             514005         
946        1        314.7                530             514679         
947        3        314.9                530             515021         
948        3        315.1                530             515324         
949        1        315.1                531             516582         
950        1        314.9                532             517330         
951        3        315.1                532             517620         
952        1        315.1                533             518847         
953        3        315.3                533             518993         
954        3        315.5                533             519573         
955        2        315.7                533             520124         
956        1        315.7                534             521163         
957        1        315.5                535             521775         
958        3        315.7                535             521954         
959        1        315.5                536             522475         
960        1        315.3                537             522927         
961        1        315.1                538             523508         
962        1        315.0                539             524315         
963        3        315.2                539             524711         
964        3        315.4                539             525292         
965        3        315.6                539             526027         
966        1        315.4                540             526539         
967        1        315.4                541             527511         
968        1        315.2                542             528294         
969        1        315.0                543             528803         
970        1        314.9                544             529393         
971        1        314.7                545             529798         
972        3        314.9                545             529931         
973        1        314.7                546             530359         
974        3        314.9                546             531001         
975        3        315.1                546             531272         
976        3        315.3                546             531440         
977        1        315.0                547             531723         
978        3        315.2                547             531806         
979        3        315.4                547             532085         
980        1        315.2                548             532514         
981        1        315.1                549             533195         
982        2        315.3                549             533666         
983        3        315.5                549             533715         
984        2        315.7                549             534519         
985        1        315.5                550             535092         
986        3        315.7                550             535222         
987        1        315.6                551             535994         
988        1        315.4                552             536583         
989        1        315.3                553             537164         
990        1        315.1                554             537756         
991        1        314.9                555             538281         
992        1        314.8                556             539090         
993        1        314.8                557             539990         
994        2        314.9                557             540587         
995        1        314.8                558             541129         
996        1        314.6                559             541757         
997        3        314.8                559             541947         
998        1        314.6                560             542409         
999        3        314.8                560             542929         
1000       3        315.0                560             543233         
1001       3        315.2                560             543424         
1002       1        315.1                561             544621         
1003       1        315.1                562             545421         
1004       3        315.2                562             545966         
1005       1        315.2                563             546931         
1006       3        315.4                563             547062         
1007       1        315.2                564             547787         
1008       2        315.4                564             548235         
1009       1        315.2                565             548640         
1010       2        315.4                565             549226         
1011       1        315.2                566             549672         
1012       1        315.0                567             550197         
1013       1        314.8                568             550741         
1014       1        314.7                569             551486         
1015       3        314.9                569             551754         
1016       3        315.1                569             551885         
1017       1        314.9                570             552236         
1018       3        315.0                570             552363         
1019       1        315.0                571             553471         
1020       3        315.2                571             554910         
1021       3        315.4                571             555190         
1022       3        315.6                571             555490         
1023       1        315.5                572             556399         
1024       3        315.7                572             556565         
1025       1        315.5                573             557302         
1026       2        315.7                573             557845         
1027       1        315.5                574             558429         
1028       1        315.4                575             558958         
1029       1        315.2                576             559497         
1030       3        315.4                576             559870         
1031       3        315.5                576             560127         
1032       3        315.7                576             560257         
1033       3        315.9                576             560436         
1034       1        315.8                577             561267         
1035       2        316.0                577             562025         
1036       3        316.1                577             562509         
1037       3        316.3                577             563604         
1038       1        316.1                578             564006         
1039       3        316.3                578             564233         
1040       1        316.1                579             564742         
1041       2        316.3                579             565372         
1042       2        316.4                579             565943         
1043       1        316.3                580             566798         
1044       1        316.2                581             567355         
1045       1        316.1                582             568254         
1046       1        315.9                583             568985         
1047       1        315.8                584             569679         
1048       1        315.6                585             570334         
1049       1        315.5                586             571101         
1050       3        315.7                586             571340         
1051       1        315.5                587             571733         
1052       1        315.4                588             572468         
1053       1        315.2                589             573209         
1054       3        315.4                589             573398         
1055       1        315.2                590             573951         
1056       1        315.1                591             574530         
1057       3        315.2                591             574777         
1058       1        315.2                592             575834         
1059       1        315.0                593             576588         
1060       1        314.8                594             577089         
1061       3        315.0                594             577523         
1062       1        315.0                595             578663         
1063       1        314.9                596             579441         
1064       1        314.9                597             580897         
1065       1        314.7                598             581513         
1066       3        314.9                598             582331         
1067       3        315.1                598             583078         
1068       1        314.9                599             583707         
1069       1        314.8                600             584255         
1070       3        314.9                600             584401         
1071       1        314.8                601             585104         
1072       3        315.0                601             585945         
1073       1        314.8                602             586357         
1074       1        314.6                603             586710         
1075       1        314.4                604             587092         
1076       2        314.5                604             587374         
1077       1        314.5                605             588675         
1078       1        314.3                606             589272         
1079       2        314.5                606             589675         
1080       1        314.4                607             590456         
1081       1        314.3                608             591238         
1082       1        314.2                609             592175         
1083       1        314.0                610             592607         
1084       3        314.2                610             592809         
1085       1        314.1                611             593611         
1086       1        314.0                612             594252         
1087       1        313.9                613             594910         
1088       2        314.1                613             595347         
1089       3        314.2                613             595667         
1090       3        314.4                613             595792         
1091       2        314.6                613             596230         
1092       3        314.7                613             596444         
1093       1        314.6                614             597069         
1094       1        314.4                615             597628         
1095       1        314.3                616             598145         
1096       1        314.1                617             598674         
1097       1        314.0                618             599448         
1098       1        313.8                619             599891         
1099       1        313.7                620             617679         
1100       2        313.9                620             618006         
1101       1        313.7                621             618299         
1102       3        313.8                621             618617         
1103       1        313.7                622             619243         
1104       1        313.6                623             620103         
1105       1        313.6                624             620976         
1106       3        313.7                624             621163         
1107       3        313.9                624             621458         
1108       2        314.1                624             622159         
1109       1        313.9                625             622680         
1110       1        313.8                626             623263         
1111       1        313.7                627             623968         
1112       1        313.5                628             624603         
1113       1        313.4                629             625366         
1114       3        313.6                629             626168         
1115       3        313.8                629             626333         
1116       1        313.6                630             627098         
1117       3        313.8                630             627279         
1118       1        313.7                631             628059         
1119       1        313.6                632             628573         
1120       1        313.5                633             629429         
1121       1        313.4                634             630146         
1122       3        313.5                634             630522         
1123       1        313.4                635             631113         
1124       1        313.3                636             631710         
1125       1        313.3                637             632907         
1126       1        313.2                638             633497         
1127       2        313.3                638             634048         
1128       1        313.2                639             634785         
1129       1        313.1                640             635188         
1130       3        313.2                640             635815         
1131       1        313.3                641             637192         
1132       1        313.2                642             637882         
1133       1        313.1                643             638703         
1134       1        313.0                644             639529         
1135       3        313.1                644             639819         
1136       1        313.0                645             640558         
1137       1        312.9                646             640982         
1138       2        313.0                646             641618         
1139       4        313.2                646             643505         
1140       1        313.0                647             644038         
1141       1        312.9                648             644632         
1142       1        312.7                649             645228         
1143       3        312.9                649             645440         
1144       1        312.7                650             645907         
1145       3        312.9                650             646367         
1146       1        312.8                651             647105         
1147       3        312.9                651             647238         
1148       1        312.9                652             648234         
1149       3        313.0                652             648448         
1150       1        312.9                653             649119         
1151       1        312.9                654             650455         
1152       1        312.8                655             651082         
1153       3        313.0                655             651688         
1154       2        313.1                655             652396         
1155       3        313.3                655             652633         
1156       3        313.4                655             652784         
1157       1        313.3                656             653093         
1158       1        313.2                657             654025         
1159       2        313.3                657             654623         
1160       1        313.2                658             655403         
1161       2        313.4                658             655764         
1162       1        313.2                659             656281         
1163       3        313.4                659             656506         
1164       3        313.5                659             656855         
1165       3        313.7                659             657229         
1166       1        313.6                660             657807         
1167       3        313.7                660             658097         
1168       3        313.9                660             658741         
1169       3        314.0                660             658842         
1170       3        314.2                660             659606         
1171       1        314.1                661             660285         
1172       3        314.2                661             660407         
1173       3        314.4                661             660479         
1174       1        314.3                662             661302         
1175       3        314.4                662             661615         
1176       2        314.6                662             663042         
1177       1        314.5                663             663820         
1178       1        314.4                664             664697         
1179       3        314.6                664             664970         
1180       3        314.7                664             665089         
1181       3        314.9                664             665540         
1182       3        315.1                664             665721         
1183       2        315.2                664             666336         
1184       1        315.0                665             666790         
1185       1        314.9                666             667611         
1186       1        314.8                667             668230         
1187       1        314.7                668             668784         
1188       1        314.6                669             669494         
1189       3        314.7                669             669648         
1190       1        314.6                670             670449         
1191       1        314.5                671             671106         
1192       1        314.5                672             672243         
1193       1        314.3                673             672849         
1194       3        314.5                673             673185         
1195       3        314.6                673             673683         
1196       3        314.8                673             673891         
1197       1        314.6                674             674528         
1198       1        314.6                675             675382         
1199       1        314.5                676             676284         
1200       1        314.4                677             677140         
1201       1        314.3                678             677698         
1202       1        314.2                679             678573         
1203       1        314.0                680             679034         
1204       1        313.9                681             679682         
1205       1        313.8                682             680196         
1206       1        313.7                683             680772         
1207       1        313.4                684             681058         
1208       1        313.3                685             681307         
1209       1        313.1                686             681570         
1210       3        313.2                686             681900         
1211       2        313.4                686             682616         
1212       1        313.3                687             683524         
1213       1        313.1                688             683902         
1214       3        313.2                688             684124         
1215       1        313.2                689             684914         
1216       3        313.3                689             685601         
1217       2        313.5                689             686400         
1218       3        313.6                689             686871         
1219       3        313.8                689             687380         
1220       3        313.9                689             688175         
1221       3        314.1                689             688420         
1222       1        313.9                690             688812         
1223       3        314.1                690             688975         
1224       1        313.9                691             689371         
1225       1        313.7                692             689742         
1226       3        313.8                692             690699         
1227       1        313.7                693             691597         
1228       2        313.9                693             692102         
1229       1        313.8                694             692830         
1230       1        313.7                695             693684         
1231       1        313.6                696             694575         
1232       3        313.7                696             694799         
1233       1        313.6                697             695332         
1234       3        313.8                697             695708         
1235       1        313.6                698             696319         
1236       1        313.5                699             696927         
1237       2        313.6                699             698200         
1238       3        313.8                699             698700         
1239       3        313.9                699             698915         
1240       1        313.8                700             699703         
1241       3        314.0                700             699919         
1242       3        314.1                700             700154         
1243       3        314.3                700             700332         
1244       3        314.4                700             700509         
1245       1        314.3                701             700999         
1246       3        314.4                701             701350         
1247       3        314.6                701             701534         
1248       1        314.5                702             702223         
1249       1        314.3                703             702793         
1250       3        314.5                703             703509         
1251       1        314.4                704             704243         
1252       1        314.3                705             705233         
1253       1        314.2                706             705775         
1254       1        314.0                707             706210         
1255       1        313.9                708             706905         
1256       3        314.1                708             707112         
1257       3        314.2                708             707278         
1258       1        314.1                709             708350         
1259       1        314.0                710             708945         
1260       3        314.1                710             709228         
1261       3        314.3                710             709632         
1262       3        314.4                710             710019         
1263       3        314.6                710             710149         
1264       1        314.5                711             710882         
1265       1        314.3                712             711416         
1266       1        314.2                713             712184         
1267       2        314.4                713             712876         
1268       3        314.5                713             713052         
1269       1        314.4                714             713706         
1270       1        314.3                715             714275         
1271       1        314.1                716             714774         
1272       3        314.3                716             715291         
1273       1        314.2                717             715979         
1274       3        314.3                717             716178         
1275       1        314.2                718             716754         
1276       1        314.1                719             717392         
1277       1        313.9                720             717724         
1278       1        313.8                721             718493         
1279       3        313.9                721             718722         
1280       2        314.1                721             719447         
1281       1        313.9                722             719904         
1282       1        313.8                723             720496         
1283       1        313.6                724             720845         
1284       1        313.6                725             721724         
1285       3        313.7                725             722448         
1286       3        313.8                725             722592         
1287       3        314.0                725             723350         
1288       1        313.9                726             723953         
1289       3        314.0                726             724646         
1290       1        313.9                727             725286         
1291       1        313.8                728             726327         
1292       2        314.0                728             726859         
1293       3        314.1                728             727091         
1294       2        314.3                728             727875         
1295       1        314.1                729             728420         
1296       1        314.0                730             729038         
1297       1        313.9                731             729562         
1298       1        313.7                732             730320         
1299       3        313.9                732             730617         
1300       1        313.8                733             731332         
1301       3        313.9                733             731745         
1302       1        313.8                734             732317         
1303       1        313.7                735             733186         
1304       1        313.6                736             733910         
1305       1        313.5                737             734504         
1306       3        313.6                737             734758         
1307       1        313.5                738             735494         
1308       1        313.3                739             735834         
1309       2        313.5                739             736490         
1310       1        313.5                740             737506         
1311       3        313.6                740             737723         
1312       1        313.5                741             738476         
1313       3        313.7                741             738732         
1314       1        313.6                742             740033         
1315       1        313.5                743             740397         
1316       3        313.6                743             740563         
1317       1        313.5                744             741058         
1318       1        313.3                745             741609         
1319       1        313.2                746             742153         
1320       1        313.1                747             742947         
1321       3        313.2                747             743370         
1322       3        313.4                747             743534         
1323       1        313.3                748             744132         
1324       2        313.4                748             744557         
1325       1        313.3                749             745262         
1326       1        313.1                750             745649         
1327       3        313.3                750             745843         
1328       3        313.4                750             746837         
1329       1        313.4                751             747727         
1330       2        313.5                751             748280         
1331       1        313.4                752             748825         
1332       3        313.5                752             749191         
1333       3        313.7                752             750334         
1334       1        313.6                753             751360         
1335       1        313.5                754             752306         
1336       1        313.5                755             753127         
1337       1        313.4                756             754061         
1338       1        313.3                757             754383         
1339       1        313.2                758             755073         
1340       1        313.1                759             755736         
1341       1        312.9                760             756244         
1342       1        312.8                761             756631         
1343       2        312.9                761             757087         
1344       1        312.8                762             757724         
1345       1        312.7                763             758460         
1346       3        312.9                763             758611         
1347       1        312.7                764             759289         
1348       3        312.9                764             759872         
1349       2        313.0                764             760667         
1350       3        313.1                764             760959         
1351       3        313.3                764             761184         
1352       3        313.4                764             761286         
1353       1        313.3                765             762080         
1354       2        313.5                765             762643         
1355       1        313.4                766             763317         
1356       1        313.2                767             763796         
1357       3        313.4                767             764661         
1358       2        313.5                767             764955         
1359       1        313.4                768             765558         
1360       1        313.3                769             766144         
1361       1        313.1                770             766576         
1362       1        313.1                771             768030         
1363       1        313.0                772             768652         
1364       1        312.9                773             769568         
1365       1        312.8                774             770090         
1366       1        312.8                775             771286         
1367       1        312.7                776             772102         
1368       1        312.6                777             772632         
1369       3        312.7                777             772907         
1370       1        312.6                778             773622         
1371       1        312.6                779             774479         
1372       3        312.7                779             774786         
1373       3        312.8                779             775232         
1374       3        313.0                779             775397         
1375       3        313.1                779             775581         
1376       1        313.0                780             776191         
1377       1        312.9                781             776819         
1378       1        312.9                782             778013         
1379       2        313.0                782             778921         
1380       1        312.9                783             779576         
1381       3        313.0                783             780028         
1382       3        313.1                783             780542         
1383       1        313.0                784             781000         
1384       3        313.1                784             781293         
1385       3        313.3                784             782217         
1386       3        313.4                784             782265         
1387       3        313.5                784             782575         
1388       3        313.7                784             782787         
1389       1        313.6                785             783398         
1390       3        313.7                785             783763         
1391       1        313.6                786             784668         
1392       1        313.5                787             785118         
1393       1        313.4                788             785996         
1394       3        313.5                788             786249         
1395       3        313.7                788             787305         
1396       1        313.5                789             787934         
1397       1        313.4                790             788615         
1398       1        313.3                791             789376         
1399       1        313.2                792             789755         
1400       1        313.0                793             790311         
1401       2        313.2                793             790795         
1402       3        313.3                793             791028         
1403       1        313.2                794             791667         
1404       3        313.3                794             792181         
1405       1        313.2                795             792635         
1406       3        313.3                795             792925         
1407       2        313.5                795             793560         
1408       3        313.6                795             794636         
1409       3        313.7                795             794826         
1410       1        313.6                796             795224         
1411       4        313.7                796             797198         
1412       1        313.6                797             797784         
1413       1        313.5                798             798359         
1414       3        313.6                798             798496         
1415       3        313.7                798             798707         
1416       1        313.6                799             799317         
1417       2        313.8                799             800073         
1418       1        313.7                800             800790         
1419       1        313.6                801             801559         
1420       1        313.5                802             802276         
1421       1        313.4                803             802924         
1422       3        313.5                803             803498         
1423       1        313.4                804             803829         
1424       1        313.3                805             804474         
1425       1        313.2                806             805626         
1426       3        313.4                806             805907         
1427       1        313.3                807             806874         
1428       1        313.2                808             807639         
1429       3        313.3                808             807900         
1430       1        313.2                809             808257         
1431       3        313.3                809             808447         
1432       1        313.2                810             809272         
1433       3        313.3                810             809494         
1434       1        313.2                811             809896         
1435       3        313.3                811             810107         
