Episode    Status   Avg steps to goal    Total Goals     Counter        
478        3        297.9                295             272506         
479        1        297.6                296             273084         
480        1        297.2                297             273602         
481        3        297.6                297             273875         
482        1        297.5                298             274889         
483        2        298.0                298             275458         
484        3        298.4                298             275572         
485        1        298.0                299             276104         
486        3        298.4                299             276265         
487        3        298.9                299             277532         
488        1        298.6                300             278381         
489        1        298.3                301             279064         
490        1        298.0                302             279712         
491        1        297.8                303             280620         
492        3        298.3                303             280727         
493        3        298.7                303             280805         
494        1        298.4                304             281449         
495        3        298.8                304             281719         
496        1        298.4                305             282207         
497        1        298.2                306             282983         
498        1        298.1                307             283976         
499        3        298.5                307             284172         
500        1        298.3                308             284925         
501        1        297.9                309             285450         
502        2        298.3                309             285832         
503        1        298.1                310             286571         
504        3        298.5                310             286946         
505        3        298.9                310             287591         
506        3        299.3                310             287754         
507        3        299.7                310             288006         
508        1        299.4                311             288646         
509        1        299.1                312             289179         
510        3        299.5                312             289399         
511        3        299.9                312             289608         
512        1        299.7                313             290438         
513        1        299.4                314             291007         
514        1        299.1                315             291552         
515        3        299.5                315             291767         
516        1        299.3                316             292402         
517        1        299.1                317             293101         
518        1        298.8                318             293800         
519        2        299.2                318             294907         
520        3        299.6                318             295139         
521        3        299.9                318             295432         
522        1        299.7                319             296018         
523        1        299.4                320             296377         
524        1        299.3                321             297295         
525        2        299.6                321             297720         
526        3        300.0                321             297975         
527        1        299.7                322             298541         
528        3        300.1                322             298757         
529        1        299.8                323             299255         
530        1        299.5                324             299643         
531        2        299.9                324             299997         
532        2        300.2                324             318785         
533        3        300.6                324             319152         
534        1        300.4                325             320081         
535        3        300.8                325             320317         
536        3        301.2                325             320521         
537        1        300.8                326             320958         
538        2        301.2                326             321879         
539        1        301.0                327             322615         
540        1        300.7                328             323386         
541        1        300.4                329             323928         
542        3        300.8                329             324038         
543        3        301.2                329             324506         
544        1        300.8                330             324844         
545        1        300.7                331             325910         
546        3        301.0                331             326396         
547        3        301.4                331             326684         
548        3        301.8                331             327573         
549        1        301.5                332             328189         
550        1        301.3                333             328974         
551        1        301.0                334             329444         
552        3        301.4                334             329816         
553        1        301.2                335             330597         
554        1        300.8                336             331007         
555        1        300.5                337             331477         
556        1        300.2                338             331920         
557        1        300.0                339             332637         
558        3        300.4                339             332828         
559        3        300.7                339             333159         
560        1        300.4                340             333558         
561        1        300.1                341             334174         
562        1        299.9                342             334688         
563        3        300.2                342             335055         
564        1        299.9                343             335591         
565        2        300.3                343             336274         
566        1        300.1                344             337110         
567        1        299.8                345             337532         
568        1        299.5                346             338074         
569        1        299.3                347             338718         
570        1        299.1                348             339456         
571        3        299.4                348             339518         
572        1        299.3                349             340391         
573        1        298.9                350             340747         
574        3        299.3                350             341899         
575        1        299.1                351             342902         
576        1        298.8                352             343383         
577        1        298.6                353             344136         
578        3        299.0                353             344305         
579        3        299.3                353             344561         
580        3        299.7                353             344871         
581        3        300.0                353             345086         
582        1        299.8                354             345780         
583        3        300.1                354             345851         
584        1        300.0                355             346562         
585        3        300.3                355             346602         
586        3        300.6                355             347256         
587        1        300.4                356             347872         
588        1        300.6                357             349584         
589        1        300.3                358             350098         
590        2        300.6                358             350833         
591        1        300.4                359             351469         
592        1        300.1                360             352043         
593        1        299.8                361             352510         
594        3        300.1                361             352735         
595        1        299.8                362             353302         
596        1        299.8                363             354519         
597        3        300.2                363             354907         
598        1        299.9                364             355391         
599        1        299.8                365             356418         
600        1        299.6                366             357140         
601        1        299.4                367             357710         
602        2        299.7                367             358791         
603        3        300.0                367             358971         
604        1        299.8                368             359487         
605        1        299.4                369             359868         
606        2        299.8                369             360606         
607        1        299.5                370             361096         
608        3        299.8                370             361707         
609        2        300.1                370             362980         
610        3        300.5                370             363071         
611        2        300.8                370             363623         
612        1        300.6                371             364366         
613        1        300.3                372             364893         
614        3        300.6                372             365133         
615        3        301.0                372             365499         
