Episode    Status   Avg steps to goal    Total Goals     Counter        
851        2        299.7                510             481762         
852        1        299.6                511             482466         
853        3        299.8                511             482570         
854        1        299.6                512             483150         
855        1        299.4                513             483597         
856        1        299.2                514             484214         
857        3        299.5                514             484512         
858        1        299.3                515             485191         
859        1        299.1                516             485723         
860        1        298.8                517             486017         
861        2        299.1                517             486390         
862        1        299.0                518             487394         
863        3        299.2                518             487864         
864        1        299.0                519             488621         
865        3        299.3                519             489021         
866        3        299.5                519             489538         
867        3        299.7                519             489679         
868        1        299.6                520             490568         
869        3        299.8                520             490852         
870        1        299.7                521             491382         
871        1        299.4                522             491712         
872        1        299.2                523             492181         
873        3        299.5                523             492456         
874        3        299.7                523             492787         
875        1        299.6                524             493507         
876        2        299.8                524             494091         
877        1        299.6                525             494688         
878        1        299.5                526             495309         
879        1        299.3                527             495839         
880        3        299.5                527             495932         
881        1        299.4                528             496660         
882        1        299.2                529             497376         
883        1        299.1                530             498035         
884        1        298.9                531             498651         
885        3        299.1                531             498854         
886        2        299.4                531             499222         
887        1        299.2                532             499838         
888        1        299.1                533             500799         
889        1        298.9                534             501442         
890        3        299.2                534             501599         
891        1        298.9                535             501960         
892        3        299.1                535             502306         
893        1        299.0                536             502810         
894        1        298.8                537             503408         
895        1        298.6                538             504063         
896        3        298.8                538             505249         
897        1        298.8                539             506449         
898        1        298.7                540             507085         
899        3        298.9                540             507461         
900        1        298.7                541             507925         
901        2        298.9                541             508386         
902        3        299.1                541             508602         
903        3        299.4                541             508758         
904        1        299.3                542             509679         
905        1        299.0                543             510174         
906        1        298.8                544             510617         
907        1        298.7                545             511555         
908        3        298.9                545             512014         
909        1        298.8                546             512644         
910        2        299.0                546             513205         
911        1        298.8                547             513660         
912        1        298.6                548             514156         
913        3        298.8                548             514308         
914        1        298.7                549             514954         
915        3        298.9                549             515442         
916        3        299.1                549             515704         
917        1        299.0                550             516323         
918        1        298.7                551             516591         
919        3        298.9                551             516747         
920        1        298.8                552             517298         
921        1        298.6                553             517751         
922        1        298.4                554             518627         
923        3        298.6                554             518754         
924        2        298.9                554             519297         
925        1        298.8                555             520318         
926        2        299.0                555             520713         
927        1        298.8                556             521083         
928        1        298.6                557             521748         
929        3        298.9                557             521872         
930        1        298.8                558             522632         
931        3        299.0                558             522835         
932        3        299.2                558             523384         
933        1        299.0                559             523999         
934        3        299.3                559             524179         
935        3        299.5                559             524756         
936        1        299.3                560             525253         
937        2        299.5                560             525744         
938        3        299.7                560             526070         
939        1        299.5                561             526643         
940        1        299.3                562             527079         
941        2        299.5                562             527550         
942        1        299.4                563             528165         
943        3        299.6                563             528318         
944        3        299.8                563             528765         
945        1        299.7                564             529561         
946        1        299.6                565             530388         
947        1        299.5                566             531180         
948        1        299.3                567             531839         
949        1        299.2                568             532669         
950        1        299.1                569             533375         
951        1        298.9                570             534112         
952        3        299.2                570             534158         
953        1        299.0                571             534767         
954        2        299.2                571             535667         
955        1        299.0                572             536142         
956        1        298.8                573             536744         
957        1        298.6                574             537285         
958        3        298.9                574             537636         
959        1        298.7                575             538459         
960        1        298.6                576             538981         
961        1        298.3                577             539258         
962        1        298.2                578             540031         
963        3        298.4                578             540764         
964        2        298.6                578             541546         
965        1        298.4                579             541795         
966        3        298.6                579             542116         
967        3        298.8                579             542292         
968        1        298.6                580             542932         
969        1        298.5                581             543457         
970        3        298.7                581             543670         
971        3        298.9                581             543983         
972        1        298.8                582             544947         
973        1        298.7                583             545633         
974        3        298.9                583             545941         
975        1        298.7                584             546534         
976        1        298.6                585             547126         
977        3        298.8                585             547389         
978        1        298.7                586             548109         
979        1        298.5                587             548728         
980        1        298.4                588             549576         
981        1        298.2                589             550088         
982        1        298.1                590             550584         
983        1        297.9                591             550935         
984        3        298.1                591             551068         
985        2        298.3                591             551667         
986        1        298.2                592             552536         
987        2        298.4                592             553351         
988        1        298.3                593             554007         
989        3        298.5                593             554307         
990        1        298.3                594             554904         
991        3        298.5                594             555118         
992        2        298.8                594             555853         
993        1        298.6                595             556583         
994        1        298.6                596             557679         
995        3        298.8                596             558004         
996        1        298.7                597             558470         
997        3        298.9                597             558609         
998        3        299.1                597             559020         
999        3        299.3                597             559204         
1000       1        299.1                598             559695         
1001       3        299.3                598             559819         
1002       1        299.2                599             560945         
1003       3        299.4                599             561084         
1004       3        299.6                599             561205         
1005       1        299.5                600             561714         
1006       1        299.3                601             562115         
1007       3        299.5                601             562373         
1008       1        299.3                602             563015         
1009       3        299.5                602             563099         
1010       1        299.4                603             563550         
1011       3        299.6                603             563732         
1012       1        299.4                604             564420         
1013       1        299.2                605             564776         
1014       2        299.4                605             565582         
1015       1        299.2                606             565976         
1016       1        299.1                607             566503         
1017       3        299.3                607             566850         
1018       2        299.5                607             567377         
1019       1        299.3                608             568009         
1020       1        299.2                609             568604         
1021       1        299.0                610             569207         
1022       3        299.2                610             569536         
1023       1        299.1                611             570136         
1024       1        298.9                612             570686         
1025       3        299.1                612             570909         
1026       3        299.3                612             571061         
1027       1        299.2                613             571642         
1028       1        299.1                614             572568         
1029       2        299.3                614             573280         
1030       1        299.2                615             573832         
1031       1        299.0                616             574401         
1032       1        298.8                617             574730         
1033       3        299.0                617             575398         
1034       3        299.2                617             575632         
1035       2        299.4                617             576054         
1036       1        299.2                618             576616         
1037       1        299.1                619             577224         
1038       3        299.3                619             577406         
1039       1        299.1                620             577955         
1040       1        299.0                621             578717         
1041       2        299.2                621             579467         
1042       3        299.4                621             580284         
1043       1        299.2                622             580699         
1044       1        299.1                623             581160         
1045       2        299.3                623             581741         
1046       3        299.5                623             581925         
1047       1        299.4                624             582805         
1048       1        299.2                625             583391         
1049       3        299.4                625             583546         
1050       3        299.6                625             583987         
1051       3        299.8                625             584404         
1052       1        299.6                626             585106         
1053       1        299.4                627             585387         
1054       3        299.6                627             585796         
1055       2        299.8                627             586070         
1056       3        300.0                627             586232         
1057       3        300.2                627             586563         
1058       2        300.4                627             587435         
1059       2        300.6                627             588136         
1060       3        300.7                627             588424         
1061       1        300.6                628             588967         
1062       1        300.4                629             589448         
1063       1        300.4                630             590368         
1064       1        300.2                631             591021         
1065       1        300.1                632             591562         
1066       1        300.0                633             592405         
1067       1        299.8                634             592762         
1068       3        300.0                634             592955         
1069       1        299.9                635             593550         
1070       1        299.8                636             594383         
1071       1        299.6                637             594970         
1072       1        299.5                638             595278         
1073       1        299.2                639             595555         
1074       1        299.1                640             596136         
1075       1        298.9                641             596689         
1076       1        298.8                642             597323         
1077       3        299.0                642             597478         
1078       3        299.2                642             597664         
1079       1        299.0                643             598382         
1080       3        299.2                643             599082         
1081       3        299.4                643             599312         
1082       3        299.6                643             599684         
1083       2        299.8                643             600276         
1084       1        299.7                644             600814         
1085       1        299.5                645             601254         
1086       3        299.7                645             601640         
1087       2        299.9                645             601983         
1088       1        299.7                646             602361         
1089       1        299.6                647             603044         
1090       3        299.8                647             603200         
1091       1        299.7                648             603836         
1092       3        299.9                648             604039         
1093       1        299.7                649             604304         
1094       3        299.9                649             604452         
1095       3        300.1                649             604556         
1096       3        300.3                649             604746         
1097       1        300.1                650             605115         
1098       2        300.3                650             605583         
1099       1        300.1                651             606036         
1100       1        299.9                652             606362         
1101       3        300.1                652             606505         
1102       2        300.3                652             606879         
1103       3        300.5                652             607011         
1104       3        300.7                652             607390         
1105       3        300.8                652             607514         
1106       1        300.7                653             607958         
1107       3        300.9                653             608137         
1108       1        300.7                654             608382         
1109       3        300.9                654             608932         
1110       2        301.1                654             609466         
1111       1        300.9                655             609960         
1112       3        301.1                655             610052         
1113       1        300.9                656             610504         
1114       2        301.1                656             610762         
1115       2        301.3                656             611085         
1116       1        301.1                657             611353         
1117       3        301.3                657             612173         
1118       1        301.2                658             612594         
1119       1        301.0                659             613096         
1120       3        301.2                659             613430         
1121       1        301.1                660             613936         
1122       2        301.3                660             614208         
1123       2        301.4                660             614400         
1124       1        301.3                661             614826         
1125       1        301.2                662             615355         
1126       1        301.0                663             615828         
1127       2        301.2                663             616140         
1128       1        301.1                664             616574         
1129       1        301.0                665             617199         
1130       1        300.8                666             617748         
1131       1        300.7                667             618419         
1132       1        300.5                668             618898         
1133       1        300.4                669             619510         
1134       1        300.2                670             620021         
1135       1        300.1                671             620589         
1136       1        299.9                672             621052         
1137       1        299.8                673             621468         
1138       1        299.6                674             621914         
1139       1        299.5                675             622582         
1140       1        299.4                676             623237         
1141       1        299.3                677             623840         
1142       2        299.4                677             624383         
1143       3        299.6                677             624861         
1144       3        299.8                677             625107         
1145       3        300.0                677             625332         
1146       1        299.8                678             625954         
1147       3        300.0                678             626170         
1148       1        300.0                679             627005         
1149       3        300.1                679             627130         
1150       3        300.3                679             627657         
1151       3        300.5                679             628653         
1152       3        300.7                679             628913         
1153       3        300.8                679             629094         
1154       1        300.7                680             629687         
1155       3        300.9                680             629817         
1156       1        300.8                681             630529         
1157       3        300.9                681             630838         
1158       1        300.7                682             631135         
1159       3        300.9                682             631487         
1160       3        301.1                682             632014         
1161       1        300.9                683             632612         
1162       2        301.1                683             633317         
1163       1        301.0                684             634082         
1164       1        300.9                685             634561         
1165       1        300.8                686             635499         
1166       1        300.6                687             636020         
1167       3        300.8                687             636204         
1168       3        301.0                687             636340         
1169       1        300.8                688             636896         
1170       1        300.7                689             637701         
1171       1        300.6                690             638503         
1172       1        300.6                691             639321         
1173       3        300.7                691             639503         
1174       1        300.6                692             640174         
1175       3        300.8                692             640460         
1176       3        300.9                692             640570         
1177       1        300.8                693             641199         
1178       3        301.0                693             641223         
1179       3        301.2                693             641647         
1180       3        301.3                693             642107         
1181       1        301.2                694             642710         
1182       1        301.1                695             643514         
1183       1        300.9                696             643925         
1184       1        300.8                697             644517         
1185       1        300.7                698             645083         
1186       1        300.6                699             645875         
1187       1        300.4                700             646326         
1188       1        300.3                701             646988         
1189       3        300.5                701             647173         
1190       3        300.7                701             647634         
1191       1        300.5                702             648134         
1192       1        300.4                703             648894         
1193       1        300.3                704             649344         
1194       1        300.2                705             650035         
1195       1        300.1                706             650559         
1196       1        299.9                707             650851         
1197       2        300.0                707             651295         
1198       1        299.9                708             651721         
1199       1        299.7                709             652018         
1200       2        299.8                709             652478         
1201       3        300.0                709             652785         
1202       1        299.8                710             653228         
1203       3        300.0                710             653414         
1204       3        300.2                710             653919         
1205       1        300.0                711             654407         
1206       3        300.2                711             655247         
1207       1        300.0                712             655715         
1208       3        300.2                712             655911         
1209       1        300.1                713             656424         
1210       3        300.2                713             657200         
1211       3        300.4                713             657343         
1212       3        300.6                713             657557         
1213       1        300.4                714             658072         
1214       2        300.6                714             658441         
1215       1        300.4                715             658814         
1216       1        300.3                716             659318         
1217       1        300.1                717             659843         
1218       1        300.0                718             660288         
1219       1        299.8                719             660833         
1220       1        299.7                720             661326         
1221       1        299.5                721             661947         
1222       3        299.7                721             662174         
1223       3        299.9                721             662769         
1224       3        300.0                721             663427         
1225       1        299.9                722             664061         
1226       1        299.9                723             665173         
1227       2        300.0                723             665739         
1228       1        299.9                724             666399         
1229       1        299.8                725             667043         
1230       1        299.7                726             667583         
1231       3        299.9                726             667889         
1232       3        300.0                726             668340         
1233       2        300.2                726             669291         
1234       1        300.1                727             670225         
1235       1        300.1                728             671112         
1236       3        300.2                728             671653         
1237       1        300.1                729             672316         
1238       1        300.1                730             673106         
1239       3        300.2                730             673231         
1240       1        300.1                731             673835         
1241       1        300.0                732             674799         
1242       1        299.9                733             675440         
1243       2        300.1                733             675760         
1244       2        300.2                733             676167         
1245       1        300.1                734             676734         
1246       1        300.0                735             677425         
1247       1        299.9                736             678163         
1248       2        300.1                736             678901         
1249       3        300.3                736             679052         
1250       2        300.4                736             679866         
1251       1        300.3                737             680510         
1252       1        300.2                738             681323         
1253       1        300.1                739             682181         
1254       3        300.3                739             682214         
1255       1        300.1                740             682943         
1256       3        300.3                740             683186         
1257       2        300.5                740             683408         
1258       1        300.4                741             684258         
1259       3        300.5                741             684328         
1260       1        300.4                742             684813         
1261       1        300.3                743             685364         
1262       1        300.2                744             685948         
1263       1        300.0                745             686499         
1264       3        300.2                745             687055         
1265       3        300.3                745             687330         
1266       3        300.5                745             687527         
1267       2        300.7                745             688188         
1268       1        300.5                746             688560         
1269       1        300.4                747             689382         
1270       2        300.6                747             689676         
1271       1        300.4                748             690224         
1272       1        300.3                749             690577         
1273       1        300.2                750             691146         
1274       2        300.3                750             691609         
1275       1        300.2                751             692012         
1276       1        300.0                752             692520         
1277       1        299.9                753             692958         
1278       1        299.7                754             693263         
1279       2        299.9                754             693727         
1280       3        300.0                754             694509         
1281       3        300.2                754             694722         
1282       1        300.1                755             695265         
1283       1        300.0                756             696088         
1284       1        299.9                757             696968         
1285       3        300.0                757             697148         
1286       1        299.9                758             697778         
1287       3        300.1                758             697868         
1288       1        299.9                759             698374         
1289       3        300.1                759             698442         
1290       1        299.9                760             698916         
1291       1        299.8                761             699446         
1292       1        299.6                762             699892         
1293       3        299.8                762             700111         
1294       3        300.0                762             700166         
1295       1        299.8                763             700781         
1296       1        299.7                764             701616         
1297       1        299.7                765             702426         
1298       1        299.6                766             703145         
1299       1        299.4                767             703604         
1300       3        299.6                767             703678         
1301       1        299.5                768             704462         
1302       1        299.3                769             704904         
1303       3        299.5                769             705130         
1304       1        299.4                770             705654         
1305       1        299.2                771             706022         
1306       3        299.4                771             706198         
1307       1        299.3                772             706834         
1308       2        299.4                772             707401         
1309       1        299.3                773             708047         
1310       3        299.5                773             708183         
1311       1        299.3                774             708646         
1312       3        299.5                774             709150         
1313       2        299.6                774             709688         
1314       1        299.5                775             710182         
1315       1        299.4                776             710784         
1316       1        299.3                777             711596         
1317       1        299.1                778             712110         
1318       1        299.0                779             712781         
1319       3        299.2                779             712915         
1320       3        299.3                779             713279         
1321       1        299.2                780             713550         
1322       1        299.1                781             714212         
1323       2        299.2                781             714656         
1324       3        299.4                781             714966         
1325       3        299.5                781             715095         
1326       1        299.3                782             715479         
1327       1        299.2                783             716071         
1328       3        299.4                783             716789         
1329       3        299.5                783             717403         
1330       1        299.4                784             718023         
1331       3        299.6                784             718340         
1332       3        299.7                784             718469         
1333       3        299.9                784             718629         
1334       1        299.7                785             718969         
1335       3        299.8                785             719257         
1336       1        299.8                786             719985         
1337       3        299.9                786             720201         
1338       1        299.8                787             720840         
1339       1        299.6                788             721236         
1340       2        299.8                788             721778         
1341       1        299.7                789             722547         
1342       2        299.8                789             723043         
1343       2        300.0                789             723699         
1344       1        299.9                790             724319         
1345       1        299.8                791             725026         
1346       1        299.7                792             725628         
1347       1        299.6                793             726460         
1348       1        299.5                794             726944         
1349       1        299.4                795             727494         
1350       3        299.5                795             728062         
1351       2        299.6                795             728450         
1352       1        299.5                796             728922         
1353       1        299.4                797             729455         
1354       1        299.3                798             730078         
1355       1        299.2                799             730824         
1356       2        299.4                799             731096         
1357       1        299.2                800             731452         
1358       1        299.2                801             732238         
1359       1        299.0                802             732705         
1360       1        299.0                803             733596         
1361       1        298.9                804             734151         
1362       2        299.0                804             734901         
1363       1        298.9                805             735632         
1364       1        298.8                806             736413         
1365       3        299.0                806             736803         
1366       1        298.8                807             737039         
1367       3        299.0                807             737296         
1368       1        298.8                808             737784         
1369       3        299.0                808             738180         
1370       1        298.9                809             738970         
1371       1        298.8                810             739595         
1372       1        298.7                811             740497         
1373       2        298.8                811             741479         
1374       3        299.0                811             741599         
1375       1        298.8                812             742003         
1376       1        298.7                813             742697         
1377       1        298.6                814             743096         
1378       1        298.4                815             743616         
1379       3        298.6                815             744164         
1380       2        298.7                815             744830         
1381       1        298.6                816             745351         
1382       1        298.5                817             746056         
1383       3        298.6                817             746235         
1384       1        298.5                818             746740         
1385       3        298.7                818             747293         
1386       3        298.8                818             748014         
1387       1        298.7                819             748424         
1388       1        298.6                820             749125         
1389       3        298.8                820             749660         
1390       2        298.9                820             750148         
1391       1        298.7                821             750433         
1392       2        298.9                821             751150         
1393       1        298.7                822             751463         
1394       1        298.7                823             752152         
1395       1        298.6                824             752841         
1396       1        298.5                825             754075         
1397       1        298.5                826             755040         
1398       1        298.4                827             755638         
1399       1        298.4                828             756697         
1400       1        298.3                829             757345         
1401       3        298.4                829             757805         
1402       1        298.4                830             758640         
1403       1        298.2                831             758976         
1404       3        298.4                831             759132         
1405       1        298.3                832             759737         
1406       3        298.4                832             760293         
1407       1        298.3                833             760746         
1408       1        298.1                834             761125         
1409       3        298.3                834             761391         
1410       1        298.2                835             762122         
1411       3        298.3                835             762531         
1412       3        298.5                835             762684         
1413       1        298.4                836             763258         
1414       3        298.5                836             764280         
1415       2        298.7                836             764881         
1416       3        298.8                836             765037         
1417       2        298.9                836             765465         
1418       1        298.8                837             765983         
1419       1        298.7                838             766689         
1420       1        298.6                839             767222         
1421       1        298.5                840             767855         
1422       3        298.6                840             768399         
1423       3        298.8                840             768422         
1424       3        298.9                840             768576         
1425       3        299.1                840             769076         
1426       1        298.9                841             769505         
1427       1        298.8                842             770098         
1428       1        298.7                843             770902         
1429       1        298.6                844             771601         
1430       3        298.8                844             771852         
1431       1        298.6                845             772104         
1432       3        298.7                845             772912         
1433       1        298.6                846             773382         
1434       2        298.7                846             773867         
1435       1        298.7                847             774734         
1436       1        298.6                848             775279         
1437       1        298.5                849             775910         
1438       1        298.3                850             776477         
1439       2        298.5                850             776849         
1440       3        298.6                850             777286         
1441       3        298.8                850             777424         
1442       1        298.7                851             777998         
1443       1        298.6                852             778756         
1444       1        298.4                853             778987         
1445       3        298.6                853             779184         
1446       1        298.4                854             779524         
1447       3        298.6                854             779573         
1448       1        298.5                855             780259         
1449       3        298.6                855             780574         
1450       1        298.5                856             781183         
1451       1        298.4                857             781955         
1452       1        298.3                858             782231         
1453       3        298.4                858             782429         
1454       2        298.5                858             782829         
1455       1        298.4                859             783127         
1456       1        298.3                860             783777         
1457       1        298.2                861             784342         
1458       2        298.3                861             784847         
1459       2        298.5                861             785276         
1460       3        298.6                861             785494         
1461       3        298.7                861             785850         
1462       1        298.6                862             786318         
1463       3        298.8                862             786578         
1464       2        298.9                862             786925         
1465       1        298.8                863             787683         
1466       1        298.7                864             788436         
1467       2        298.9                864             788907         
